Index;Product Name;Colors;Pic Urls;Care Instructions
3422;Regularfit casual chinos in brushed stretch cotton;Light Blue  Blue  Light Blue  Turquoise  Dark Blue  Dark Blue  Green  Green  Light Brown  Light Beige  Light Brown  Beige  Grey  Dark Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50379154_450_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3423;Slimfit shorts in stretch cotton with micro motif;Grey  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50431467_030_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3424;Relaxedfit pleatfront shorts in cotton with linen;Light Beige;https://images.hugoboss.com/is/image/boss/hbeu50432869_275_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3425;Regularfit jeans in brightblue Italian denim;Turquoise;https://images.hugoboss.com/is/image/boss/hbeu50432451_445_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3426;Slimfit polo shirt in cotton with contrast trims;Turquoise  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50440543_449_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3427;Relaxedfit sweatshirt in cottonblend terry;Yellow  Dark Red  Dark Blue  White  Light Grey  Dark Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50418949_735_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3428;Extraslimfit trousers in washable stretch cotton;Grey  Light Blue  Light Beige;https://images.hugoboss.com/is/image/boss/hbeu50432136_030_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Gentle chemical dry cleaning P
3429;Extraslimfit threepiece suit in a birdseye wool blend;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50433802_419_170?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3430;Logo Tshirt in a singlejersey cotton blend;Light Grey  Red  Dark Blue  Dark Blue  Beige  White  White  Silver  Black;https://images.hugoboss.com/is/image/boss/hbeu50430889_072_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3431;Slimfit shirt in easyiron Austrian cotton;Dark Blue  Light Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50432709_404_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3432;Pimacotton Tshirt with collectionthemed photographic print;White  Turquoise  Dark Blue  Dark Blue  Dark Blue  White  White;https://images.hugoboss.com/is/image/boss/hbeu50433019_103_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3433;Slimfit shorts in a cotton blend;Turquoise  Dark Blue  White  White;https://images.hugoboss.com/is/image/boss/hbeu50440126_449_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3434;Slimfit shirt in easyiron Austrian cotton;White  Light Blue  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432709_100_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3435;Regularfit jeans in structured stretch denim;Black  Dark Blue  White  Light Grey;https://images.hugoboss.com/is/image/boss/hbeu50431522_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3436;Logo Tshirt in a singlejersey cotton blend;White  Red  Dark Blue  Dark Blue  Beige  White  Light Grey  Silver  Black;https://images.hugoboss.com/is/image/boss/hbeu50430889_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3437;Logo Tshirt in a singlejersey cotton blend;Dark Blue  Red  Dark Blue  Beige  White  White  Light Grey  Silver  Black;https://images.hugoboss.com/is/image/boss/hbeu50430889_407_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3438;Cotton polo shirt with asymmetric collar stripes;Turquoise  Yellow;https://images.hugoboss.com/is/image/boss/hbeu50429987_449_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3439;Regularfit hooded sweatshirt with colourblock sleeve detail;Black  Dark Blue  Dark Green  Grey;https://images.hugoboss.com/is/image/boss/hbeu50430548_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3440;Slimfit jeans in structured stretch denim;Light Grey  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50431509_072_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3441;Unisex cottonterry beach towel with stylised logo;light pink;https://images.hugoboss.com/is/image/boss/hbeu50440130_693_250?wid=462&qlt=80  ;40 mild wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
3442;Quickdry swim shorts with palmleaf print;Light Blue  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50434634_461_140?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3443;Garmentwashed cotton polo shirt with tiedye collar;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435503_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3444;Slimfit jeans in structured stretch denim;Black  Dark Blue  Light Grey;https://images.hugoboss.com/is/image/boss/hbeu50431509_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3445;Crewneck sweatshirt with contrast logo print;Black  Light Blue  Dark Blue  Grey;https://images.hugoboss.com/is/image/boss/hbeu50430547_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3446;Pimacotton Tshirt with collectionthemed photographic print;Turquoise  Dark Blue  Dark Blue  Dark Blue  White  White  White;https://images.hugoboss.com/is/image/boss/hbeu50433019_444_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3447;Regularfit polo shirt in Pimacotton piqu;Light Blue  Light Orange  Orange  Yellow  Red  Red  Purple  Light Blue  Light Blue  Blue  Dark Blue  Light Green  Light Green  Green  Brown  Brown  Dark Brown  Light Grey  Silver;https://images.hugoboss.com/is/image/boss/hbeu50425985_482_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3448;Zipneck polo shirt in interlock cotton;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50433305_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3449;Slimfit polo shirt in cotton with contrast trims;White  Turquoise  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50440543_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3450;Slimfit polo shirt in S.Caf with shoulder logo;White  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50431477_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3451;Crewneck Tshirt in yarndyed single jersey;Light Blue  Yellow  Light Blue  Blue  Blue  Dark Blue  Green  Green  Light Brown  Brown  White  Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50385281_494_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3452;Fully recyclable Tshirt in cotton jersey with logo print;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432983_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3453;Activestretch golf polo shirt with S.Caf;Light Green  Yellow  Light Red  Red  Red  Light Blue  Blue  Dark Blue  Grey  Dark Blue  White  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50430796_352_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3454;Slimfit polo shirt in cotton with striped sleeves;Black  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50430628_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3455;Slimfit trousers in virgin wool with drawstring waist;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432885_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3456;Pleatfront cottonblend shorts in a slim fit;Light Grey;https://images.hugoboss.com/is/image/boss/hbeu50432029_072_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3457;Unisex relaxedfit cotton Tshirt with graphic print;White;https://images.hugoboss.com/is/image/boss/hbeu50434080_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3458;Hooded sweatshirt in French terry with newseason logo;Black;https://images.hugoboss.com/is/image/boss/hbeu50431475_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3459;Extraslimfit suit in exclusive virginwool twill;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50432381_455_170?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3460;Fully recyclable Tshirt with twotone logo print;Black  White  Grey;https://images.hugoboss.com/is/image/boss/hbeu50435831_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3461;Fully recyclable Tshirt in cotton with photographic print;Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50432977_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3462;Cotton Tshirt with curved logo;Black  White  Black;https://images.hugoboss.com/is/image/boss/hbeu50432459_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3463;Regularfit jeans in darkblue Italian denim;Blue;https://images.hugoboss.com/is/image/boss/hbeu50432477_425_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3464;Slimfit shirt in slubyarn stretch cotton;Dark Blue  Light Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50431294_404_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3465;Slimfit polo shirt in stretch piqu with curved logo;Pink  Yellow  Red  Light Blue  Blue  Blue  Dark Blue  Light Blue  Dark Blue  Dark Blue  Green  Khaki  Dark Green  White  Light Grey  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50412675_670_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3466;Pimacotton Tshirt with collectionthemed photographic print;White  Turquoise  Dark Blue  Dark Blue  Dark Blue  White  White;https://images.hugoboss.com/is/image/boss/hbeu50433019_102_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3467;Logo Tshirt in a singlejersey cotton blend;Beige  Red  Dark Blue  Dark Blue  White  White  Light Grey  Silver  Black;https://images.hugoboss.com/is/image/boss/hbeu50430889_266_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3468;Regularfit jeans in structured stretch denim;White  Dark Blue  Light Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50431522_102_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
3469;Slimfit trousers in stretch fabric with elasticated waistband;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50432441_494_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3470;Hooded sweatshirt in interlock cotton with newseason logo;Dark Grey  Red  Black;https://images.hugoboss.com/is/image/boss/hbeu50432328_027_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3471;Slimfit polo shirt in washed cotton piqu;Yellow  Yellow  light pink  Dark pink  Red  Red  Red  Dark Red  Light Purple  Purple  Dark Purple  Turquoise  Light Blue  Light Blue  Light Blue  Turquoise  Turquoise  Blue  Blue  Blue  Dark Blue  Light Green  Light Green  Khaki  Light Beige  Light Brown  White  Light Grey  Light Grey  Light Grey  Grey  Dark Grey  Brown  Black  Orange;https://images.hugoboss.com/is/image/boss/hbeu50378365_735_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3472;Slimfit leafprint shirt in cotton and linen;Light Green;https://images.hugoboss.com/is/image/boss/hbeu50433095_352_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3473;Zipthrough hooded sweatshirt with reflective logo;Dark Green  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50436225_305_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3474;Colourblocked polo shirt in ripstop fabric;Black  White;https://images.hugoboss.com/is/image/boss/hbeu50431810_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3475;Slimfit shirt in dobbycotton chambray;Blue;https://images.hugoboss.com/is/image/boss/hbeu50433322_420_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3476;Slimfit shorts in stretchcotton gabardine;Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50438738_405_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3477;Slimfit shorts in stretchcotton gabardine;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438738_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3478;Unisex cotton Tshirt with newseason logo print;Dark Grey  light pink  Black;https://images.hugoboss.com/is/image/boss/hbeu50434268_027_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3479;Relaxedfit shirt in cotton with half placket;Light Brown;https://images.hugoboss.com/is/image/boss/hbeu50428404_232_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3480;Unisex cotton Tshirt with newseason logo print;light pink  Dark Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50434268_693_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3481;Unisex quarterzip sweatshirt with cubistic logo print;White;https://images.hugoboss.com/is/image/boss/hbeu50425824_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3482;Unisex cotton Tshirt with newseason logo print;Black  light pink  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50434268_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3483;Extraslimfit trousers in washable stretch cotton;Light Beige  Light Blue  Grey;https://images.hugoboss.com/is/image/boss/hbeu50432136_277_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Gentle chemical dry cleaning P
3484;Pimacotton Tshirt with collectionthemed photographic print;Dark Blue  Turquoise  Dark Blue  Dark Blue  White  White  White;https://images.hugoboss.com/is/image/boss/hbeu50433019_406_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3485;Hooded loungewear sweatshirt in French terry with embossed logo;White;https://images.hugoboss.com/is/image/boss/hbeu50439203_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3486;Mediumlength swim shorts with heatsealed logo print;Red  Open Red  Dark Blue  Light Green  White;https://images.hugoboss.com/is/image/boss/hbeu50407595_611_140?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3487;Pimacotton Tshirt with collectionthemed photographic print;White  Turquoise  Dark Blue  Dark Blue  Dark Blue  White  White;https://images.hugoboss.com/is/image/boss/hbeu50433019_101_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3488;Slimfit shirt in washed cotton piqu;Dark Blue  light pink  White;https://images.hugoboss.com/is/image/boss/hbeu50432848_407_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3489;Regularfit shirt in linen chambray;Dark Blue  Light Green;https://images.hugoboss.com/is/image/boss/hbeu50440210_407_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3490;Slimfit trousers with drawstring waistband;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432888_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3491;Cotton Tshirt with contrast logo stripe;Black  White;https://images.hugoboss.com/is/image/boss/hbeu50432062_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3492;Slimfit polo shirt in cotton with striped sleeves;Dark Blue  White  Black;https://images.hugoboss.com/is/image/boss/hbeu50430628_410_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3493;Logoprint swim shorts in technical fabric;Dark Blue  Pink  Light Red  Red  Dark Purple  Light Blue  Light Blue  Blue  Blue  Light Green  Light Green  Dark Brown  White  White  Light Grey  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50371268_415_140?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
3494;Interlockcotton sweatshirt with verticallogo tape sleeves;Black  light pink  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50432332_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3495;Slimfit shirt in easyiron Oxford cotton;White  Blue;https://images.hugoboss.com/is/image/boss/hbeu50431357_199_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3496;Relaxedfit trousers in cotton with highrise waist;White;https://images.hugoboss.com/is/image/boss/hbeu50433795_102_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3497;Underwear vest in stretch fabric with moisturewicking Coolmax;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50430994_407_140?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
3498;Regularfit shirt in easyiron Oxford cotton;Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50431928_027_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3499;Shortsleeved regularfit buttondown shirt in stretch poplin;Blue  Pink  Light Blue  Turquoise  Dark Blue  Dark Green  White;https://images.hugoboss.com/is/image/boss/hbeu50431516_423_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3500;Relaxedfit buttondown shirt with allover print;Light Red  White;https://images.hugoboss.com/is/image/boss/hbeu50433453_633_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3501;Quickdry swim shorts with palmleaf print;White  Light Blue  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50434634_121_140?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3502;Polo shirt in cotton piqu with reverselogo embroidery;White  Black;https://images.hugoboss.com/is/image/boss/hbeu50430757_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3503;Skinnyfit jeans in knitted coated denim;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50433851_402_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
3504;Cottonjersey Tshirt with newseason logo print;White  Light Red  Light Blue  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50430758_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3505;Unisex jogging trousers with side stripes and double waistband;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50433823_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3506;Crewneck Tshirt in cotton with abstract tiger print;White;https://images.hugoboss.com/is/image/boss/hbeu50440405_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3507;Unisex jogging trousers with side stripes and double waistband;Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50433823_405_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3508;Slimfit shirt in washed cotton piqu;White  light pink  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432848_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3509;Logo Tshirt in a singlejersey cotton blend;White  Red  Dark Blue  Dark Blue  Beige  White  Light Grey  Silver  Black;https://images.hugoboss.com/is/image/boss/hbeu50430889_109_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3510;Slimfit shirt in washed Italian linen;Dark Blue  Light Green  Light Beige  White;https://images.hugoboss.com/is/image/boss/hbeu50432540_407_100?wid=462&qlt=80  ;40 mild wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3511;Slimfit shirt in stripeprint silk twill;Dark Red  light pink;https://images.hugoboss.com/is/image/boss/hbeu50439854_602_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
3512;Cotton Tshirt with mixed algorithm print;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50426155_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3513;Slimfit evening shirt in striped cottonlinen;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50432594_450_100?wid=462&qlt=80  ;40 mild wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
3514;Regularfit shirt in sunbleached linen;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50432070_404_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3515;Slimfit trousers in waterrepellent technical twill;Dark Blue  Khaki  White  Dark Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50430357_410_240?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3516;Regularfit cottonjersey Tshirt with photographic print;White;https://images.hugoboss.com/is/image/boss/hbeu50427921_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3517;Waterrepellent gilet with padding and reflective details;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435734_410_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Professional wet clean
3518;Unisex interlockcotton shorts with graphic print;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50437546_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3519;Slimfit shirt in printed stretch cotton;Dark Blue  Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50425313_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3520;Unisex quickdrying swim shorts with exposed logo waistband;Red  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50435586_693_140?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Do Not Iron  Do not chemical dry clean
3521;Relaxedfit trousers in cotton terry with rubber trims;Dark Blue  Light Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50426793_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
3522;Unisex quickdrying swim shorts with exposed logo waistband;White  Red  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435586_100_140?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Do Not Iron  Do not chemical dry clean
