Index;Product Name;Colors;Pic Urls;Care Instructions
559;Crewneck Tshirt in cotton with exclusive print;Light Green  Light Red  White  Black;https://images.hugoboss.com/is/image/boss/hbeu50435790_342_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
560;Hooded sweatshirt in mercerised cotton terry;Light Green;https://images.hugoboss.com/is/image/boss/hbeu50435846_342_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
561;Slimfit trousers with drawstring waist and signature trims;Light Green  Black;https://images.hugoboss.com/is/image/boss/hbeu50438398_342_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning F
562;Striped longsleeved polo shirt in cotton jersey;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435805_404_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
563;Slimfit polo shirt in mercerised cotton;Light Red  Light Green  White  Black;https://images.hugoboss.com/is/image/boss/hbeu50435820_648_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
564;Cottonblend piqu polo shirt with chest logo;White  Black;https://images.hugoboss.com/is/image/boss/hbeu50446494_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
565;Cotton Tshirt with allover logos;Black  Light Green  White;https://images.hugoboss.com/is/image/boss/hbeu50436848_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
566;Slimfit shirt in stretchcotton corduroy;Dark Blue  Red  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50438926_402_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
567;Slimfit shirt in patterned cotton jersey;Grey;https://images.hugoboss.com/is/image/boss/hbeu50438906_342_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
568;Taperedfit trousers in waterrepellent stretch fabric;Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50435258_402_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
569;Regularfit jeans in cashmeretouch blue denim;Blue;https://images.hugoboss.com/is/image/boss/hbeu50447072_431_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
570;Cottonjacquard polo shirt with multicoloured print;Light Beige  Black;https://images.hugoboss.com/is/image/boss/hbeu50437865_276_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
571;Slimfit jeans in structured stretch denim;Black  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438082_061_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
572;Slimfit shirt in stretch Oxford cotton;Light Orange  Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50438496_844_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
573;Cotton jersey Tshirt with curved logo;Light Grey  light pink  Red  Red  Light Blue  Blue  Dark Blue  Dark Blue  Green  Dark Green  Beige  White  Light Grey  Black  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50412363_060_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
574;Slimfit shirt in stretch Oxford cotton;Blue  Light Orange  White;https://images.hugoboss.com/is/image/boss/hbeu50438496_402_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
575;Polo shirt in organic cotton and recycled yarns;Dark Green  Green  White  Black;https://images.hugoboss.com/is/image/boss/hbeu50436713_342_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
576;Regularfit longsleeved shirt in Oxford cotton;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50435508_402_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
577;Slimfit shirt in micropatterned cotton canvas;White;https://images.hugoboss.com/is/image/boss/hbeu50439030_100_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
578;Teddy jogging trousers with backzip pocket;Black;https://images.hugoboss.com/is/image/boss/hbeu50440625_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
579;Pimacotton Tshirt with newseason logo print;Black  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50439032_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
580;Skinnyfit jeans in brightblue stretch denim;Blue;https://images.hugoboss.com/is/image/boss/hbeu50430974_430_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
581;Bomberstyle zipthrough sweatshirt with quilted front;Black  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50436481_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
582;Regularfit buttondown shirt in stretchcotton poplin;Dark Orange  Turquoise  Light Blue  Dark Blue  Light Grey  White;https://images.hugoboss.com/is/image/boss/hbeu50431538_802_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
583;Regularfit shirt in logoprint cotton twill;Green  Turquoise;https://images.hugoboss.com/is/image/boss/hbeu50437681_325_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
584;Waterrepellent hooded jacket with hybrid outer;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50441542_402_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Do Not Iron  Do not chemical dry clean
585;Relaxedfit trousers in patterned cotton with cropped length;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50427331_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
586;Slimfit trousers in stretch jersey;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50442047_402_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
587;Relaxedfit coat with concealed closure in cotton;Blue  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50427180_426_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Very mild professional wet clean
588;Regularfit coat with removable padded lining;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50427488_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
589;Slimfit trousers in a linen blend;Grey;https://images.hugoboss.com/is/image/boss/hbeu50427191_426_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Gentle chemical dry cleaning P
590;Relaxedfit coat with concealed closure in cotton;Dark Blue  Blue;https://images.hugoboss.com/is/image/boss/hbeu50427180_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Very mild professional wet clean
591;Slimfit jeans in blueblack comfortstretch denim;Blue;https://images.hugoboss.com/is/image/boss/hbeu50437934_437_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
592;Taperedfit trousers in waterrepellent stretch fabric;Black  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435258_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
593;Relaxedfit trousers in checked fabric with pleated front;Dark Brown;https://images.hugoboss.com/is/image/boss/hbeu50436154_209_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
594;Jogging trousers in doublefaced jersey with logo details;Black  Patterned  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50434907_009_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
595;Slimfit jeans in indigo superstretch denim;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50444726_414_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
596;Slimfit shirt in striped cotton;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50440311_451_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
597;Cotton jersey Tshirt with curved logo;Dark Blue  light pink  Red  Red  Light Blue  Blue  Dark Blue  Green  Dark Green  Beige  White  Light Grey  Light Grey  Black  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50412363_403_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
598;Cotton jersey Tshirt with curved logo;Black  light pink  Red  Red  Light Blue  Blue  Dark Blue  Dark Blue  Green  Dark Green  Beige  White  Light Grey  Light Grey  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50412363_009_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
599;Buttondown regularfit shirt in checked cotton;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435446_402_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
600;Slimfit shirt in printed cotton twill;Light Grey  Light Orange;https://images.hugoboss.com/is/image/boss/hbeu50438758_001_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
601;Interlock hooded sweatshirt with curvedlogo print;Black;https://images.hugoboss.com/is/image/boss/hbeu50435157_009_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
602;Slimfit shirt in stretchcotton corduroy;Dark Grey  Red  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438926_030_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
603;Slimfit shirt in floralprint cotton poplin;Blue;https://images.hugoboss.com/is/image/boss/hbeu50439350_323_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
604;Slimfit shirt in stretchcotton corduroy;Red  Dark Blue  Dark Grey;https://images.hugoboss.com/is/image/boss/hbeu50438926_620_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
605;Slimfit shirt in cotton with exclusive print;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435502_450_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
606;Crewneck Tshirt in interlock cotton with sleeve logos;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50442136_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
607;Regularfit Tshirt in bubblestructured stretch cotton;Light Orange  Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50440671_844_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
608;Slimfit shirt in cottonblend Oxford;Dark Blue  Light Green;https://images.hugoboss.com/is/image/boss/hbeu50438900_402_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Chemical dry cleaning P
609;Slimfit shirt in microstructured cotton;White;https://images.hugoboss.com/is/image/boss/hbeu50439244_100_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
610;Slimfit trousers in bistretch patterned fabric;Silver;https://images.hugoboss.com/is/image/boss/hbeu50440942_047_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
611;Regularfit Tshirt in bubblestructured stretch cotton;White  Light Orange  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50440671_118_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
612;Cottonpiqu polo shirt with spacedye collar;White  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435412_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
613;Logoprint hooded sweatshirt in a doublefaced cotton blend;Grey  Dark Blue  Dark Green  Black;https://images.hugoboss.com/is/image/boss/hbeu50430864_031_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
614;Slimfit polo shirt with S.Caf and sideseam branding;Black;https://images.hugoboss.com/is/image/boss/hbeu50387932_003_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
615;Oversizedfit hooded sweatshirt with newseason artwork;White  Black;https://images.hugoboss.com/is/image/boss/hbeu50437667_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
616;Relaxedfit sweatshirt in cottonblend terry;Dark Red  Yellow  Dark Blue  White  Light Grey  Dark Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50418949_605_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
617;Cottonpiqu polo shirt with spacedye collar;Dark Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50435412_410_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
618;Slimfit polo shirt in washed piqu with logo patch;Dark Red  Light Blue  Turquoise  Blue  Dark Blue  Khaki  White  Light Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50378334_605_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
619;Mercerised terry cotton sweatshirt with glossy 3D logo;Black;https://images.hugoboss.com/is/image/boss/hbeu50436613_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
620;Slimfit jeans in structured comfortstretch denim;Black;https://images.hugoboss.com/is/image/boss/hbeu50438047_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Do not chemical dry clean
621;Long doublebreasted coat in woolblend twill;Dark Grey  Light Brown;https://images.hugoboss.com/is/image/boss/hbeu50435605_016_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
622;Slimfit business shirt in cotton poplin;White  Light Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50327693_100_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
623;Taperedfit jeans in overdyed stretchcotton corduroy;Black  Light Brown;https://images.hugoboss.com/is/image/boss/hbeu50440686_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
624;Slimfit polo shirt in cotton with zipped neck;Dark Blue  Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50435626_410_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
625;Cottonpiqu polo shirt with logo undercollar;Dark Blue  Dark Orange  Yellow  Red  Dark Red  Dark Red  Purple  Light Blue  Turquoise  Blue  Dark Blue  Dark Blue  Dark Blue  Dark Blue  Green  White  Light Grey  Light Grey  Grey  Black  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50398302_419_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
626;Cottonjersey Tshirt with reversedlogo photographic print;Black;https://images.hugoboss.com/is/image/boss/hbeu50437282_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
627;Waterrepellent parka in laminated dobby fabric;Black;https://images.hugoboss.com/is/image/boss/hbeu50435031_001_100?wid=462&qlt=80  ;careinstructioncode.S30R  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
628;Graphicprint Tshirt in organiccotton jersey;White;https://images.hugoboss.com/is/image/boss/hbeu50437334_100_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
629;Cottonblend piqu polo shirt with chest logo;Black  White;https://images.hugoboss.com/is/image/boss/hbeu50446494_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
630;Relaxedfit cotton shirt with Glen check;light pink;https://images.hugoboss.com/is/image/boss/hbeu50438113_693_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
631;Logotape hoodie in a doublefaced cotton blend;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50442099_410_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
632;Slimfit Tshirt in cotton with structured collar;Grey  Dark Blue  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50436649_030_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
633;Regularfit polo shirt in Oxfordcotton piqu;Dark Orange  Red  Dark Blue  Light Green;https://images.hugoboss.com/is/image/boss/hbeu50426682_801_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
634;Logocollar slimfit polo shirt in S.Caf fabric;Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50430810_413_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
635;Regularfit polo shirt in Pimacotton piqu;Light Orange  Orange  Yellow  Red  Red  Purple  Light Blue  Light Blue  Light Blue  Blue  Dark Blue  Light Green  Light Green  Green  Brown  Brown  Dark Brown  Light Grey  Silver;https://images.hugoboss.com/is/image/boss/hbeu50425985_844_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
636;Oxfordcotton slimfit shirt with jacquard logo patch;Dark Blue  Dark pink  Light Blue  White;https://images.hugoboss.com/is/image/boss/hbeu50432726_404_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
637;Interlockcotton polo shirt with colourblocking;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50435408_410_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
638;Slimfit jacket in melange virgin wool;Beige  Black;https://images.hugoboss.com/is/image/boss/hbeu50438469_262_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
639;Shortsleeved logo underwear Tshirt in cotton jersey;White  Blue  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50437199_100_140?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
640;Stretchcotton trunks with allover print;Light Grey  Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50437211_063_140?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
641;Slimfit blazerstyle coat with plain check;Light Grey;https://images.hugoboss.com/is/image/boss/hbeu50438643_061_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
642;Long johns in stretch cotton with heatsealed logo;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50437264_403_140?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Tumble Dry Low Heat  Iron Low Heat  Do not chemical dry clean
643;Slimfit sweater with printed logo artwork;Black  Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50434921_009_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
644;Regularfit jacket in patterned virgin wool;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438641_417_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
645;Belted oversizedfit trousers in virgin wool;Black;https://images.hugoboss.com/is/image/boss/hbeu50438486_001_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Gentle chemical dry cleaning P
646;Slimfit blazer coat in pure cashmere;Black  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438708_001_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
647;Regularfit shirt in micropatterned cotton;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50439322_451_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
648;Slimfit blazer coat in pure cashmere;Dark Blue  Black;https://images.hugoboss.com/is/image/boss/hbeu50438708_402_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
649;Slimfit jacket in melange virgin wool;Black  Beige;https://images.hugoboss.com/is/image/boss/hbeu50438469_001_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
650;Woolblend formal coat with Dring belt;Beige;https://images.hugoboss.com/is/image/boss/hbeu50440659_262_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Gentle chemical dry cleaning P
651;Colourblocked waterrepellent down jacket with double hood;Khaki;https://images.hugoboss.com/is/image/boss/hbeu50435015_256_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Very mild professional wet clean
652;Slimfit polo shirt in stretch piqu with curved logo;Dark Green  Yellow  Pink  Red  Light Blue  Blue  Blue  Dark Blue  Light Blue  Dark Blue  Dark Blue  Green  Khaki  White  Light Grey  Black  Black;https://images.hugoboss.com/is/image/boss/hbeu50412675_305_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
653;Slimfit polo shirt in stretch piqu with curved logo;Black  Yellow  Pink  Red  Light Blue  Blue  Blue  Dark Blue  Light Blue  Dark Blue  Dark Blue  Green  Khaki  Dark Green  White  Light Grey  Black;https://images.hugoboss.com/is/image/boss/hbeu50412675_009_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
654;Regularfit shirt in aloe vera cotton;Blue;https://images.hugoboss.com/is/image/boss/hbeu50440106_421_100?wid=462&qlt=80  ;40 coloured wash  Do Not Bleach  Do Not Tumble Dry  Iron Medium Heat  Chemical dry cleaning P
655;Hooded sweatshirt in cottonblend French terry;Black  Dark Blue  Light Green;https://images.hugoboss.com/is/image/boss/hbeu50436404_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
656;Cottoncanvas slimfit shirt with micro print;Dark Blue  Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50438129_413_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
657;Striped slimfit shirt in easyiron cotton poplin;Light Blue;https://images.hugoboss.com/is/image/boss/hbeu50436000_459_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
658;Extraslimfit cotton shirt with logo patch;Dark Brown;https://images.hugoboss.com/is/image/boss/hbeu50431923_205_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
659;Slimfit shirt in cotton poplin with spread collar;White;https://images.hugoboss.com/is/image/boss/hbeu50389769_199_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
660;Relaxedfit coat in waterrepellent cotton;Black;https://images.hugoboss.com/is/image/boss/hbeu50435647_001_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Very mild professional wet clean
661;Slimfit shirt in structured cotton canvas;Dark Blue;https://images.hugoboss.com/is/image/boss/hbeu50436013_413_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
662;Cuffed jogging trousers in cotton with newseason logo;Black  White  Silver;https://images.hugoboss.com/is/image/boss/hbeu50436125_001_100?wid=462&qlt=80  ;30 mild fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
663;Patterned slimfit shirt in a stretchcotton blend;Black;https://images.hugoboss.com/is/image/boss/hbeu50438016_001_100?wid=462&qlt=80  ;30 fine wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean
664;Waterrepellent padded jacket with reversedlogo print;Black;https://images.hugoboss.com/is/image/boss/hbeu50435474_001_100?wid=462&qlt=80  ;Do Not Wash  Do Not Bleach  Do Not Tumble Dry  Iron Low Heat  Do not chemical dry clean  Very mild professional wet clean
